Title,Address,City,Price,Bedroom,Bathroom,Floors,Parking,Face,Year,Views,Road,Road Width,Road Type,Posted,Amenities,Area (Sq. Meter),Build Area (Sq. Meter)
"House For Sale In Greenhill City, Mulpani, Kathmandu","638, Greenhill city, Mulpani, Kathmandu",Kathmandu,35000000,4,4,4.0,1,East,2019.0,861,22 Feet / Blacktopped,22 Feet , Blacktopped,6 months ago,"['Balcony', 'Fencing', 'Garden', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Maintenance']",127.184235,95.388176
"Apartment For Rent In Sanepa, Lalitpur","Sanepa, Sanepa, Lalitpur",Lalitpur,235000,3,3,10.0,2,South,,6.7K,20 Feet / Blacktopped,20 Feet , Blacktopped,6 months ago,"['Air Condition', 'Balcony', 'Garden', 'Modular Kitchen', 'Swimming Pool', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Internet', 'Kids Playground', 'Lift', 'Maintenance', 'Parking']",166.1106,
"House For Sale In Kapan, Kathmandu","akatabasti, Kapan, Kathmandu",Kathmandu,18200000,0,0,,0,East,,1.6K,13 Feet / Blacktopped,13 Feet , Blacktopped,6 months ago,[],1526.2108,
"Urgent House On Sale : House For Sale In Pepsicola, Kathmandu","Harharmahadev, Pepsicola, Kathmandu",Kathmandu,13500000,4,3,3.0,1,South East,2019.0,5.5K,13 Feet / Gravelled,13 Feet , Gravelled,6 months ago,"['Water Tank', 'Water Well', 'Parking']",79.49014,79.49014
"Land For Sale In Itahari, Sunsari","Itahari, Itahari, Sunsari",Sunsari,600000,0,0,,0,North,,666,20 Feet / Blacktopped,20 Feet , Blacktopped,6 months ago,[],304.74,
"Flat For Rent In Dhapakhel, Lalitpur","Kantipur Engineering College, Dhapakhel, Lalitpur",Lalitpur,18000,2,1,,0,North,,843,15 Feet / Gravelled,15 Feet , Gravelled,6 months ago,[],83.61272,
"House For Sale In DDC Chowk, Biratnagar","Tintoliya, DDC Chowk, Biratnagar",Biratnagar,8000000,3,1,2.0,1,North East,,644,13 Feet / Blacktopped,13 Feet , Blacktopped,6 months ago,[],152.37,152.37
"House For Rent In Hattiban, Lalitpur","Nirankari mandala, Hattiban, Lalitpur",Lalitpur,60000,3,3,,0,South,,610,13 Feet / Gravelled,13 Feet , Gravelled,6 months ago,[],1542.1088,
"Land For Sale In Butwal, Butwal","Manglapur Chowk, Butwal, Butwal",Butwal,2500000,0,0,,0,West,,569,15 Feet / Gravelled,15 Feet , Gravelled,6 months ago,[],120.402336,
"House For Sale In Bharatpur, Chitwan","Bhojad, Bharatpur, Chitwan",Chitwan,7500000,2,1,1.0,2,East,2072.0,731,6 Meter / Blacktopped,6 Meter , Blacktopped,6 months ago,"['Lawn', 'Garden', 'TV Cable', 'Water Well', 'Electricity Backup', 'Internet', 'Parking']",101.58,
"Land For Sale In Dhumbarahi, Kathmandu","Dhumbarahi, Dhumbarahi, Kathmandu",Kathmandu,5700000,0,0,,0,West,,193,24 Feet / Gravelled,24 Feet , Gravelled,6 months ago,[],3076.2686,
"Land For Sale In Goldhunga, Kathmandu","Goldhunga, Goldhunga, Kathmandu",Kathmandu,2000000,0,0,,0,West,,267,13 Feet / Soil Stabilized,13 Feet , Soil Stabilized,6 months ago,[],95.388176,
"Office Space For Rent In Durbar Marg, Kathmandu","Lal Durbar marg, Durbar Marg, Kathmandu",Kathmandu,50000,0,0,,0,North,,547,11 Feet / Paved,11 Feet , Paved,6 months ago,[],1033.3718,57.22826
"Land For Sale In Thankot, Kathmandu","Chandragiri Cable Car, Thankot, Kathmandu",Kathmandu,1150000,0,0,,0,East,,581,13 Feet / Soil Stabilized,13 Feet , Soil Stabilized,6 months ago,[],4069.8955,
"House For Sale In Kapan, Kathmandu","Adhikari mod, Aakase dhara, Kapan, Kathmandu",Kathmandu,32500000,6,5,3.0,5,East,2076.0,736,12 Feet / Blacktopped,12 Feet , Blacktopped,6 months ago,"['Garage', 'Balcony', 'Garden', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Parking', 'Store Room']",3561.1584,2074.6929
"Balkot House For Rent : House For Rent In Balkot, Bhaktapur","27.6845464, Balkot, Bhaktapur",Bhaktapur,85000,0,0,3.0,0,East,2019.0,521,12 Feet / Soil Stabilized,12 Feet , Soil Stabilized,6 months ago,[],381.5527,254.36847
"Land For Sale In Thankot, Kathmandu","Chandragiri Cable Car, Thankot, Kathmandu",Kathmandu,1050000,0,0,,0,South,,681,13 Feet / Blacktopped,13 Feet , Blacktopped,6 months ago,[],3577.0564,
"House On Sale In Bhimsengola, Old Baneswor Saypatri Tole : House For Sale In Battisputali, Kathmandu","House No 21 Satapatri Tole, Battisputali, Kathmandu",Kathmandu,18000000,0,3,3.0,1,East,,784,9 Feet / Paved,9 Feet , Paved,6 months ago,"['Backyard', 'TV Cable', 'Drainage', 'Water Supply', 'Balcony']",1536.1498,69.951324
"Land For Sale In Kirtipur, Kathmandu","chalnakhel 1 kha, Kirtipur, Kathmandu",Kathmandu,3000000,0,0,0.0,0,North,,715,10 Feet / Soil Stabilized,10 Feet , Soil Stabilized,6 months ago,[],7640.9927,
"Land With Houses : Land For Sale In Teku, Kathmandu","Teku, Kathmandu, Teku, Kathmandu",Kathmandu,20000000,0,0,0.0,0,South West,,638,30 Feet / Blacktopped,30 Feet , Blacktopped,6 months ago,[],5103.267,
"House For Sale In Sano Gaun, Lalitpur","Sanogaun, Sano Gaun, Lalitpur",Lalitpur,14500000,0,0,,0,West,,823,13 Feet / Gravelled,13 Feet , Gravelled,6 months ago,[],95.388176,
"Land For Sale In Kirtipur, Kathmandu","Rarahil Memorial School, Kirtipur, Kathmandu",Kathmandu,1900000,0,0,,0,West,,309,12 Feet / Soil Stabilized,12 Feet , Soil Stabilized,6 months ago,[],158.98029,
"Land For Sale In Pokhara, Pokhara","Bajhapatan, Pokhara, Pokhara",Pokhara,11000000,0,0,,0,East,,378,15 Feet / Soil Stabilized,15 Feet , Soil Stabilized,6 months ago,[],167.22548,
"House For Sale In Budhanilkantha, Kathmandu","Rudreshwor Chowk Bus Stop, Budhanilkantha, Kathmandu",Kathmandu,45000000,0,0,,0,South,,2.2K,15 Feet / Soil Stabilized,15 Feet , Soil Stabilized,7 months ago,[],254.36847,
"House For Sale In Budhanilkantha, Kathmandu","Rudreshwor Chowk Bus Stop, Budhanilkantha, Kathmandu",Kathmandu,49500000,0,0,,0,South,,3.3K,15 Feet / Blacktopped,15 Feet , Blacktopped,7 months ago,"['Balcony', 'Frontyard', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Parking', 'Store Room']",286.16452,
"House For Sale Satdobato Only Land Cost! : House For Sale In Satdobato, Lalitpur","Khumaltar Height, Satdobato, Lalitpur",Lalitpur,70000000,3,3,2.0,4,East,2050.0,896,20 Feet / Blacktopped,20 Feet , Blacktopped,7 months ago,[],5087.369,185.80603
"House For Sale On Only Land Cost @ Shantinagar Kathmandu! : House For Sale In Shantinagar, Kathmandu","Shantingar Gate, Shantinagar, Kathmandu",Kathmandu,70000000,4,3,3.0,4,East,2049.0,989,20 Feet / Blacktopped,20 Feet , Blacktopped,7 months ago,[],4594.5303,232.25754
"9 Aana Chaauni Land On Dashain Tihar Offer Urgent Sale : Land For Sale In Chhauni, Kathmandu","31, Chhauni, Kathmandu",Kathmandu,4300000,0,0,,0,North,,435,9 Feet / Paved,9 Feet , Paved,7 months ago,[],286.16452,
"House Sale At Sanepa, Land Cost Only : House For Sale In Sanepa, Lalitpur","Lower Sanepa, Sanepa, Lalitpur",Lalitpur,25000000,3,5,,1,East,,1.7K,20 Feet / Blacktopped,20 Feet , Blacktopped,7 months ago,[],2034.9478,213.67694
"Akarsak Thau Ko Ghar Bikri Ma!! : House For Sale In Imadol, Lalitpur","imadol 2, Lalitpur, Imadol, Lalitpur",Lalitpur,16000000,16,4,4.0,1,East,2063.0,645,10 Feet / Concrete,10 Feet , Concrete,7 months ago,[],127.184235,0.37161207
"House For Sale In Imadol, Lalitpur","Sanogaun, Imadol, Lalitpur",Lalitpur,13500000,3,9,3.0,0,North East,2076.0,1.5K,10 Feet / Soil Stabilized,10 Feet , Soil Stabilized,7 months ago,"['Modular Kitchen', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Parking']",1041.3209,
"House For Sale In Imadol, Lalitpur","Sana Gaun, Imadol, Lalitpur",Lalitpur,12000000,2,1,1.0,0,North East,,4.4K,12 Feet / Soil Stabilized,12 Feet , Soil Stabilized,7 months ago,[],1528.2008,
"Land For Sale In Bhaisepati, Lalitpur","sainbu sital colony, Bhaisepati, Lalitpur",Lalitpur,2700000,0,0,,0,North East,,10K,16 Feet / Blacktopped,16 Feet , Blacktopped,7 months ago,"['Drainage', 'Water Well', 'Electricity Backup']",3068.3196,
"Mandikatar House In Sell : House For Sale In Mandikatar, Kathmandu","House, Mandikatar, Kathmandu",Kathmandu,27800000,6,3,3.0,2,East,2019.0,3.9K,13 Feet / Gravelled,13 Feet , Gravelled,7 months ago,['Air Condition'],158.98029,127.184235
"House For Sale At Civil Homes, Dhapakhel : House For Sale In Dhapakhel, Lalitpur","Civil Homes, Dhapakhel, Lalitpur",Lalitpur,36000000,3,3,,2,East,2065.0,1.2K,20 Feet / Blacktopped,20 Feet , Blacktopped,7 months ago,[],3068.3196,185.80603
"5 Ropani Land For Sale At Golfutar! : Land For Sale In Golfutar, Kathmandu","Golfutar basketball ground, Golfutar, Kathmandu",Kathmandu,3800000,0,0,,0,West,,433,20 Feet / Blacktopped,20 Feet , Blacktopped,7 months ago,[],158.98029,
"House For Rent : House For Rent In Bakhundol, Lalitpur","maitry marg Bakhundole, Bakhundol, Lalitpur",Lalitpur,180000,5,0,,2,East,,552,14 Feet / Blacktopped,14 Feet , Blacktopped,7 months ago,"['Lawn', 'Balcony', 'Backyard']",2543.6846,1597.752
"Flat System House For Sale At Ghattekulo Kathmandu. : House For Sale In Ghattekulo, Kathmandu","Ghattekulo, Ghattekulo, Kathmandu",Kathmandu,100000000,8,9,4.0,4,South,2065.0,1.5K,13 Feet / Blacktopped,13 Feet , Blacktopped,7 months ago,[],6629.478,418.06357
"House For Sale At Only Land Cost @ Baneshwor! : House For Sale In Old Baneshwor, Kathmandu","Bhimsengola, Old Baneshwor, Kathmandu",Kathmandu,60000000,6,3,,4,South,2050.0,1.7K,20 Feet / Blacktopped,20 Feet , Blacktopped,7 months ago,[],4109.6406,232.25754
"Urgent Sale Land 5 Aana : Land For Sale In Raniban, Kathmandu","Raniban, Raniban, Kathmandu",Kathmandu,4000000,0,0,,0,North East,,566,20 Feet / Blacktopped,20 Feet , Blacktopped,7 months ago,[],2062.7747,
"BUDHANILKANTHA BUNGALOW : House For Sale In Budhanilkantha, Kathmandu","NA, Budhanilkantha, Kathmandu",Kathmandu,65000000,5,5,3.0,3,South East,2075.0,951,13 Feet / Soil Stabilized,13 Feet , Soil Stabilized,7 months ago,"['Modular Kitchen', 'Drainage', 'Wifi', 'Water Supply', 'Solar Water', 'Balcony', 'Backyard', 'Garden', 'Frontyard']",476.94086,
"HEPALI GOLFUTAR HOME : House For Sale In Golfutar, Kathmandu","NA, Golfutar, Kathmandu",Kathmandu,56000000,6,6,3.0,3,East,2074.0,1.4K,20 Feet / Soil Stabilized,20 Feet , Soil Stabilized,7 months ago,"['Drainage', 'Water Supply', 'Solar Water', 'Wifi', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Air Condition']",334.45087,317.96057
"CHAPALI , BUDHANILKANTHA BUNGALOW : House For Sale In Budhanilkantha, Kathmandu","NA, Budhanilkantha, Kathmandu",Kathmandu,44500000,6,5,3.0,3,South East,2076.0,933,15 Feet / Blacktopped,15 Feet , Blacktopped,7 months ago,"['Garden', 'Modular Kitchen', 'TV Cable', 'Water Supply', 'Solar Water', 'Drainage', 'Wifi', 'Balcony']",257.54807,
"HATTIGAUDA BUNGALOW : House For Sale In Hattigauda, Kathmandu","NA, Hattigauda, Kathmandu",Kathmandu,85000000,5,5,,3,East,,351,13 Feet / Soil Stabilized,13 Feet , Soil Stabilized,7 months ago,"['Frontyard', 'Garden', 'Drainage', 'Water Supply', 'Solar Water', 'Washing Machine', 'TV Cable', 'Microwave', 'Air Condition']",540.53296,
"House For Sale In Balaju, Kathmandu","Machha Pokhari, Balaju, Kathmandu",Kathmandu,38000000,0,0,,0,East,,811,13 Feet / Blacktopped,13 Feet , Blacktopped,7 months ago,[],4069.8955,
"Land For Sale In Kalanki, Kathmandu","thapagaun, Kalanki, Kathmandu",Kathmandu,2000000,0,0,,0,West,,795,16 Feet / Paved,16 Feet , Paved,7 months ago,[],3561.1584,
"Land For Sale In Chandragiri, Kathmandu","Chandragiri Cable Car, Chandragiri, Kathmandu",Kathmandu,1375000,0,0,,0,West,,442,13 Feet / Gravelled,13 Feet , Gravelled,7 months ago,[],2034.9478,
"Land For Sale In Thankot, Kathmandu","chekpost thankot, Thankot, Kathmandu",Kathmandu,1450000,0,0,,0,East,,550,13 Feet / Blacktopped,13 Feet , Blacktopped,7 months ago,[],2034.9478,
"House For Sale In Banasthali, Kathmandu","Dhunge Dhara, Radha Krisna Mandir, Banasthali, Kathmandu",Kathmandu,19000000,8,0,3.0,0,South,,2.6K,10 Feet / Blacktopped,10 Feet , Blacktopped,7 months ago,"['Balcony', 'Modular Kitchen', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Parking', 'Store Room']",1530.1908,
"Flat For Rent In Jorpati, Kathmandu","Chamunda Road Besigaun, Jorpati, Kathmandu",Kathmandu,50000,6,3,2.0,3,East,2018.0,4.7K,10 Feet / Paved,10 Feet , Paved,7 months ago,"['Garage', 'Balcony', 'Fencing', 'Frontyard', 'Washing Machine', 'Wifi', 'Water Supply', 'Solar Water', 'Water Tank', 'Electricity Backup']",3068.3196,1526.2108
"Land For Sale In Thankot, Kathmandu","Trivuban Park, Thankot, Kathmandu",Kathmandu,1700000,0,0,,0,West,,420,14 Feet / Concrete,14 Feet , Concrete,7 months ago,[],3068.3196,
"House For Sale In Kadaghari, Kathmandu","Kadaghari, Kadaghari, Kathmandu",Kathmandu,7500000,3,1,1.0,0,North,,605,4 Feet / Soil Stabilized,4 Feet , Soil Stabilized,7 months ago,[],1033.3718,
"House For Sale At Hepali, Near Golfutar Kathmandu. : House For Sale In Budhanilkantha, Kathmandu","Hepali Near Golfutar, Budhanilkantha, Kathmandu",Kathmandu,47500000,5,4,,2,East,2070.0,925,20 Feet / Blacktopped,20 Feet , Blacktopped,7 months ago,[],4069.8955,232.25754
"Urgent Sale A House In Grende Villa Housing, Dhapasi : House For Sale In Dhapasi, Kathmandu","Grende Villa, Dhapasi, Kathmandu",Kathmandu,25000000,3,3,,1,South,,1.2K,20 Feet / Blacktopped,20 Feet , Blacktopped,7 months ago,[],2034.9478,213.67694
"House For Sale In Imadol, Lalitpur","Krishna Mandir, Imadol, Lalitpur",Lalitpur,22500000,7,2,3.0,0,South,,684,13 Feet / Gravelled,13 Feet , Gravelled,7 months ago,[],1554.0378,
"House For Sale At Southern Heights Housing, Thaiba LLalitpur : House For Sale In Thaiba, Lalitpur","Southern Heights Housing, Thaiba, Lalitpur",Lalitpur,35000000,5,4,,2,West,2069.0,477,20 Feet / Blacktopped,20 Feet , Blacktopped,7 months ago,[],3052.4216,232.25754
"Business For Sale In Swayambhu, Kathmandu","Pachdhara, Swayambhu, Kathmandu",Kathmandu,1300000,0,0,,0,West,,620,15 Feet / Blacktopped,15 Feet , Blacktopped,7 months ago,[],37.161205,
"House For Sale In Mid Baneshwor, Kathmandu","Katyayani Temple, Mid Baneshwor, Kathmandu",Kathmandu,50000000,7,4,2.0,1,South East,2076.0,1.5K,10 Feet / Concrete,10 Feet , Concrete,7 months ago,"['Lawn', 'Balcony', 'Garden', 'Modular Kitchen', 'Swimming Pool', 'TV Cable', 'Wifi', 'Drainage', 'Solar Water', 'Water Well', 'Electricity Backup', 'Parking', 'Store Room']",3561.1584,92.903015
"Land For Sale In Chakupat, Lalitpur","Chakupat, Chakupat, Lalitpur",Lalitpur,4000000,0,0,,0,North,,1.1K,12 Feet / Gravelled,12 Feet , Gravelled,7 months ago,[],2559.5828,
"Modern Newly Residential Home At Balaju, Boharatar, Kathmandu : House For Sale In Balaju, Kathmandu","Boharatar, Balaju, Kathmandu",Kathmandu,25000000,7,5,4.0,1,North,2019.0,1.1K,13 Feet / Gravelled,13 Feet , Gravelled,7 months ago,"['Garage', 'Balcony', 'Garden', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Internet', 'Parking']",95.388176,87.439156
"House For Sale In Syuchatar, Kathmandu","Syuchatar, Syuchatar, Kathmandu",Kathmandu,16500000,0,0,2.0,0,South East,2076.0,935,14 Feet / Blacktopped,14 Feet , Blacktopped,7 months ago,"['Balcony', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Parking']",1528.2008,
"House For Sale At Chhauni Kathmandu : House For Sale In Chhauni, Kathmandu","Museum Marga, Chhauni, Kathmandu",Kathmandu,46000000,5,4,,2,South West,2074.0,369,13 Feet / Blacktopped,13 Feet , Blacktopped,7 months ago,"['Water Supply', 'Solar Water', 'Water Tank', 'Frontyard', 'Garage']",3561.1584,278.70905
"House For Sale In Kausaltar, Bhaktapur","Kausaltar, Kausaltar, Bhaktapur",Bhaktapur,30000000,5,4,3.0,0,East,,474,15 Feet / Blacktopped,15 Feet , Blacktopped,7 months ago,[],3577.0564,
"Housing Land : Land For Sale In Bhaktapur, Bhaktapur","Sirutar, Bhaktapur, Bhaktapur",Bhaktapur,1700000,0,0,,0,East,,282,20 Feet / Gravelled,20 Feet , Gravelled,7 months ago,[],2060.7847,
"Land For Sale In Mulpani, Kathmandu","Green Hill City, Mulpani, Kathmandu",Kathmandu,3300000,0,0,,0,North,,185,8 Meter,8 Meter,,7 months ago,[],2559.5828,
"Land For Sale In Damak, Jhapa","Damak, Damak, Jhapa",Jhapa,330000,0,0,,0,North,,598,13 Feet / Gravelled,13 Feet , Gravelled,7 months ago,[],169.3,
"Land For Sale In Gongabu, Kathmandu","Gongabu, Gongabu, Kathmandu",Kathmandu,7000000,0,0,,0,North,,188,20 Feet / Blacktopped,20 Feet , Blacktopped,7 months ago,[],127.184235,
"House For Sale In Basbari, Kathmandu","Neuro Hospital, Basbari, Kathmandu",Kathmandu,28000000,2,4,3.0,3,South,,514,13 Feet / Gravelled,13 Feet , Gravelled,7 months ago,[],158.98029,
"House For Sale In Mid Baneshwor, Kathmandu","MId Baneshwor, Mid Baneshwor, Kathmandu",Kathmandu,35000000,0,0,,0,North,,314,13 Feet / Blacktopped,13 Feet , Blacktopped,7 months ago,[],1565.9558,
"House For Sale In Thapagaun, Kathmandu","Thapagaun, Thapagaun, Kathmandu",Kathmandu,49000000,0,0,,0,South,,185,12 Feet / Blacktopped,12 Feet , Blacktopped,7 months ago,[],2050.8457,
"Land For Sale In Samakhusi, Kathmandu","Maipi, Samakhusi, Kathmandu",Kathmandu,4000000,0,0,,0,South,,326,20 Feet / Gravelled,20 Feet , Gravelled,7 months ago,[],76310.54,
"Flat On Rent : Flat For Rent In Pasikot, Kathmandu","Shree ram chowk,, Pasikot, Kathmandu",Kathmandu,20000,2,1,3.0,2,South,2018.0,854,13 Feet / Soil Stabilized,13 Feet , Soil Stabilized,7 months ago,"['Garden', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Water Tank', 'Water Well', 'Parking']",3052.4216,1526.2108
"Urgent Sale : Land For Sale In Birgunj, Parsa","Medical College Road, Birgunj, Parsa",Parsa,350000,0,0,,0,East,,531,26 Feet / Gravelled,26 Feet , Gravelled,7 months ago,[],440.18,
"SUNDARBASTI HOME : House For Sale In Bhangal, Kathmandu","Sundarbasti, Bhangal, Kathmandu",Kathmandu,21500000,5,5,3.0,1,East,2076.0,814,13 Feet / Gravelled,13 Feet , Gravelled,7 months ago,[],111.2862,
"Land For Sale In Tokha, Kathmandu","Greenland Chok, Tokha, Kathmandu",Kathmandu,3900000,0,0,,0,East,,185,15 Feet / Blacktopped,15 Feet , Blacktopped,7 months ago,[],254.36847,
"GOLFUTAR 4 ANA : Land For Sale In Golfutar, Kathmandu","NA, Golfutar, Kathmandu",Kathmandu,6700000,0,0,,0,West,,246,33 Feet,33 Feet,,7 months ago,[],127.184235,
"House For Sale In Budhanilkantha, Kathmandu","Srijana Tole, Budhanilkantha, Kathmandu",Kathmandu,25500000,7,5,3.0,1,East,2076.0,365,20 Feet / Gravelled,20 Feet , Gravelled,7 months ago,"['Water Supply', 'Drainage', 'Garage']",241.54785,158.98029
"Perfect 8 Anna Residential Land For Sale Inside Budhanilkantha Villa : Land For Sale In Budhanilkantha, Kathmandu","Budhanilkantha Villa, Budhanilkantha, Kathmandu",Kathmandu,4200000,0,0,,0,East,,1.4K,15 Feet / Blacktopped,15 Feet , Blacktopped,7 months ago,[],4069.8955,
"House For Sale In Gothatar, Kathmandu","Gothatar, Gothatar, Kathmandu",Kathmandu,16500000,8,0,,0,North,,511,13 Feet / Gravelled,13 Feet , Gravelled,7 months ago,[],1528.2008,
"House For Sale In Bhangal, Kathmandu","Sundara Basti, Bhangal, Kathmandu",Kathmandu,22000000,11,0,,0,West,,747,13 Feet / Gravelled,13 Feet , Gravelled,7 months ago,[],1565.9558,
"House For Sale In Changunarayan, Bhaktapur","Thathali, Changunarayan, Bhaktapur",Bhaktapur,10500000,0,0,,0,South,,673,10 Feet / Blacktopped,10 Feet , Blacktopped,7 months ago,[],127.184235,
"Land For Sale In Budhanilkantha, Kathmandu","Budhanilkantha, Budhanilkantha, Kathmandu",Kathmandu,2200000,0,0,,0,West,,370,18 Feet / Blacktopped,18 Feet , Blacktopped,7 months ago,[],4594.5303,
"Land For Sale In Lagankhel, Lalitpur","Lagankhel, Lagankhel, Lalitpur",Lalitpur,5000000,0,0,,0,North,,250,11 Feet / Blacktopped,11 Feet , Blacktopped,7 months ago,[],0.9290302,
"Land For Sale In Lubhu, Lalitpur","Jagate, Lubhu, Lalitpur",Lalitpur,1250000,0,0,,0,West,,513,20 Feet / Soil Stabilized,20 Feet , Soil Stabilized,7 months ago,[],2042.8967,
"12 Anna Fully Furnished Bungalow For Sale At Dhumbarahi, Pragati Tole : House For Sale In Dhumbarahi, Kathmandu","Pragati Tole, Dhumbarahi, Kathmandu",Kathmandu,70000000,5,7,2.0,3,East,,702,14 Feet / Blacktopped,14 Feet , Blacktopped,7 months ago,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Garden', 'Frontyard', 'Fencing', 'Modular Kitchen', 'Wifi', 'Drainage', 'CCTV', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Internet']",6104.8433,
"Land For Sale Near Itahari Chowk : Land For Sale In Birtamod Road, Itahari","Nearby Sangeet Chowk, Birtamod Road, Itahari",Itahari,1250000,0,0,,0,North,,244,20 Feet / Blacktopped,20 Feet , Blacktopped,7 months ago,[],169.3,
"House For Sale In Banasthali, Kathmandu","Prakritik Chowk, Banasthali, Kathmandu",Kathmandu,39500000,5,6,3.0,5,North,2074.0,11.4K,20 Feet / Blacktopped,20 Feet , Blacktopped,7 months ago,"['Air Condition', 'Backyard', 'Balcony', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Parking', 'Store Room']",2567.5317,
"Land For Sale In Dahachowk, Khahare, Kathmandu","Khahare chowk dahachowk, Dahachowk, khahare, Kathmandu",Kathmandu,1450000,0,0,,0,North East,,803,6 Meter / Gravelled,6 Meter , Gravelled,7 months ago,"['Garden', 'Drainage', 'Water Well', 'Electricity Backup', 'Internet', 'Parking']",317.96057,
"One Storied House For Sale Near Pashupati, Guheswori, Boudha : House For Sale In Chabahil, Kathmandu","Guheshwori, Chabahil, Kathmandu",Kathmandu,18000000,2,1,1.0,0,South,,655,12 Feet / Blacktopped,12 Feet , Blacktopped,7 months ago,['Garden'],667.7172,82.669754
"60 Feet Faced Land On Main Road : Land For Sale In Mahalaxmisthan, Lalitpur","Shovahiti, Mahalaxmisthan, Lalitpur",Lalitpur,4300000,0,0,0.0,0,East,,324,26 Feet / Blacktopped,26 Feet , Blacktopped,7 months ago,[],3076.2686,
"Bungalow For Sale At Sitapaila, Sita Homes : House For Sale In Sitapaila, Kathmandu","25 Gha, Sitapaila, Kathmandu",Kathmandu,22000000,3,4,3.0,1,East,2018.0,627,14 Feet,14 Feet,,7 months ago,"['TV Cable', 'Drainage', 'Solar Water', 'Water Supply', 'Water Well']",57232.902,95.388176
"Land For Lease In DDC Chowk, Biratnagar","ddc chowk, DDC Chowk, Biratnagar",Biratnagar,30000,0,0,,0,East,,134,0 Feet,0 Feet,,7 months ago,[],31.796059,
"House For Rent In Tarkeshwor, Kathmandu","Malpot office Manamaiju, Tarkeshwor, Kathmandu",Kathmandu,110000,0,6,3.0,1,East,,1.8K,22 Feet / Blacktopped,22 Feet , Blacktopped,7 months ago,"['Balcony', 'Drainage', 'Water Well', 'Electricity Backup', 'Internet', 'Parking']",190.77635,
"Apartment For Rent In Jhamsikhel, Lalitpur","Jhamsikhel, Jhamsikhel, Lalitpur",Lalitpur,40000,2,1,12.0,1,South,,912,0 Feet,0 Feet,,7 months ago,"['Lawn', 'Balcony', 'Garden', 'Gym', 'Swimming Pool', 'TV Cable', 'Drainage', 'Water Well', 'Internet', 'Parking', 'Security Staff', 'Store Room']",63.452763,
"9 Anna Land For Sale At Baluwatar Infront Of Himani Trust : Land For Sale In Baluwatar, Kathmandu","Infront Of Himani Trust, Baluwatar, Kathmandu",Kathmandu,5500000,0,0,,0,South East,,386,16 Feet / Blacktopped,16 Feet , Blacktopped,7 months ago,[],4578.6323,
"Tempting Brand New Modern Bungalow For Sale In Maharajgunj : House For Sale In Maharajgunj, Kathmandu","Maharajgunj, Maharajgunj, Kathmandu",Kathmandu,62500000,5,6,2.0,5,East,2019.0,410,15 Feet / Blacktopped,15 Feet , Blacktopped,7 months ago,"['Lawn', 'Garage', 'Backyard', 'Balcony', 'Garden', 'Frontyard', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'CCTV', 'Water Supply', 'Electricity Backup', 'Internet']",3306.79,
"7 Anna Attractive Land At Narayan Chaur, Naxal Near Star Venue Party Palace : Land For Sale In Naxal, Kathmandu","Near Star Venue Party Palace, Naxal, Kathmandu",Kathmandu,8500000,0,0,,0,South East,,402,16 Feet / Blacktopped,16 Feet , Blacktopped,7 months ago,[],3561.1584,
"Ichangu Narayan Jagga : Land For Sale In Nagarjun, Kathmandu","Ichangunarayan, Nagarjun, Kathmandu",Kathmandu,32500000,0,0,,0,South,,251,16 Feet / Blacktopped,16 Feet , Blacktopped,7 months ago,[],254.36847,79.49014
"House For Sale In Sukedhara, Kathmandu","Yatayat Office sukedhara, Sukedhara, Kathmandu",Kathmandu,47000000,18,6,,6,South,,2.8K,13 Feet / Blacktopped,13 Feet , Blacktopped,7 months ago,"['Balcony', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Internet', 'Parking', 'Store Room']",190.77635,
"Office Space For Rent In Baluwatar, Kathmandu","Russian Embassy Nepal, Baluwatar, Kathmandu",Kathmandu,175000,0,0,4.0,0,North,,2.9K,42 Feet / Blacktopped,42 Feet , Blacktopped,7 months ago,[],167.22543,
